Time;Module;Class;Name;Value;Unit
18:18:00;hx711:031;D;HX711 Value;604775;raw
18:18:01;hx711:031;D;HX711 Value;604773;raw
18:18:02;hx711:031;D;HX711 Value;604813;raw
18:18:03;hx711:031;D;HX711 Value;604773;raw
18:18:04;hx711:031;D;HX711 Value;604842;raw
18:18:05;hx711:031;D;HX711 Value;604807;raw
18:18:06;hx711:031;D;HX711 Value;604776;raw
18:18:07;hx711:031;D;HX711 Value;604815;raw
18:18:08;hx711:031;D;HX711 Value;604824;raw
18:18:09;hx711:031;D;HX711 Value;604800;raw
18:18:10;hx711:031;D;HX711 Value;604812;raw
18:18:11;hx711:031;D;HX711 Value;604802;raw
18:18:12;hx711:031;D;HX711 Value;604797;raw
18:18:13;hx711:031;D;HX711 Value;604849;raw
18:18:14;hx711:031;D;HX711 Value;604823;raw
18:18:15;hx711:031;D;HX711 Value;604836;raw
18:18:16;hx711:031;D;HX711 Value;604865;raw
18:18:17;hx711:031;D;HX711 Value;604848;raw
18:18:18;hx711:031;D;HX711 Value;604852;raw
18:18:19;hx711:031;D;HX711 Value;604874;raw
18:18:20;hx711:031;D;HX711 Value;604856;raw
18:18:21;hx711:031;D;HX711 Value;604852;raw
18:18:22;hx711:031;D;HX711 Value;604882;raw
18:18:23;hx711:031;D;HX711 Value;604876;raw
18:18:24;hx711:031;D;HX711 Value;604880;raw
18:18:25;hx711:031;D;HX711 Value;604890;raw
18:18:26;hx711:031;D;HX711 Value;604873;raw
18:18:27;hx711:031;D;HX711 Value;604927;raw
18:18:28;hx711:031;D;HX711 Value;604894;raw
18:18:29;hx711:031;D;HX711 Value;604888;raw
18:18:30;hx711:031;D;HX711 Value;604914;raw
18:18:31;hx711:031;D;HX711 Value;604884;raw
18:18:32;hx711:031;D;HX711 Value;604898;raw
18:18:33;hx711:031;D;HX711 Value;604904;raw
18:18:34;hx711:031;D;HX711 Value;604881;raw
18:18:35;hx711:031;D;HX711 Value;604916;raw
18:18:36;hx711:031;D;HX711 Value;604920;raw
18:18:37;hx711:031;D;HX711 Value;604923;raw
18:18:38;hx711:031;D;HX711 Value;604936;raw
18:18:39;hx711:031;D;HX711 Value;604916;raw
18:18:40;hx711:031;D;HX711 Value;604925;raw
18:18:41;hx711:031;D;HX711 Value;604918;raw
18:18:42;hx711:031;D;HX711 Value;604958;raw
18:18:43;hx711:031;D;HX711 Value;604944;raw
18:18:44;hx711:031;D;HX711 Value;604923;raw
18:18:45;hx711:031;D;HX711 Value;604952;raw
18:18:46;hx711:031;D;HX711 Value;604902;raw
18:18:47;hx711:031;D;HX711 Value;604963;raw
18:18:48;hx711:031;D;HX711 Value;604966;raw
18:18:49;hx711:031;D;HX711 Value;604952;raw
18:18:50;hx711:031;D;HX711 Value;604969;raw
18:18:51;hx711:031;D;HX711 Value;604969;raw
18:18:52;hx711:031;D;HX711 Value;604959;raw
18:18:53;hx711:031;D;HX711 Value;604968;raw
18:18:54;hx711:031;D;HX711 Value;604960;raw
18:18:55;hx711:031;D;HX711 Value;604971;raw
18:18:56;hx711:031;D;HX711 Value;604994;raw
18:18:57;hx711:031;D;HX711 Value;604980;raw
18:18:58;hx711:031;D;HX711 Value;604989;raw
18:18:59;hx711:031;D;HX711 Value;605037;raw
18:19:00;hx711:031;D;HX711 Value;604956;raw
18:19:01;hx711:031;D;HX711 Value;604975;raw
18:19:02;hx711:031;D;HX711 Value;604989;raw
18:19:03;hx711:031;D;HX711 Value;604965;raw
18:19:04;hx711:031;D;HX711 Value;604979;raw
18:19:05;hx711:031;D;HX711 Value;605004;raw
18:19:06;hx711:031;D;HX711 Value;605013;raw
18:19:07;hx711:031;D;HX711 Value;605032;raw
18:19:08;hx711:031;D;HX711 Value;605002;raw
18:19:09;hx711:031;D;HX711 Value;605013;raw
18:19:10;hx711:031;D;HX711 Value;605003;raw
18:19:11;hx711:031;D;HX711 Value;604954;raw
18:19:12;hx711:031;D;HX711 Value;604988;raw
18:19:13;hx711:031;D;HX711 Value;605033;raw
18:19:14;hx711:031;D;HX711 Value;605063;raw
18:19:15;hx711:031;D;HX711 Value;605049;raw
18:19:16;hx711:031;D;HX711 Value;605001;raw
18:19:17;hx711:031;D;HX711 Value;605048;raw
18:19:18;hx711:031;D;HX711 Value;605063;raw
18:19:19;hx711:031;D;HX711 Value;605040;raw
18:19:20;hx711:031;D;HX711 Value;605030;raw
18:19:21;hx711:031;D;HX711 Value;605045;raw
18:19:22;hx711:031;D;HX711 Value;605016;raw
18:19:23;hx711:031;D;HX711 Value;605090;raw
18:19:24;hx711:031;D;HX711 Value;605049;raw
18:19:25;hx711:031;D;HX711 Value;605071;raw
18:19:26;hx711:031;D;HX711 Value;605040;raw
18:19:27;hx711:031;D;HX711 Value;605024;raw
18:19:28;hx711:031;D;HX711 Value;605060;raw
18:19:29;hx711:031;D;HX711 Value;605064;raw
18:19:30;hx711:031;D;HX711 Value;605023;raw
18:19:31;hx711:031;D;HX711 Value;605057;raw
18:19:32;hx711:031;D;HX711 Value;605053;raw
18:19:33;hx711:031;D;HX711 Value;605071;raw
18:19:34;hx711:031;D;HX711 Value;605102;raw
18:19:35;hx711:031;D;HX711 Value;605069;raw
18:19:36;hx711:031;D;HX711 Value;605050;raw
18:19:37;hx711:031;D;HX711 Value;605087;raw
18:19:38;hx711:031;D;HX711 Value;605093;raw
18:19:39;hx711:031;D;HX711 Value;605079;raw
18:19:40;hx711:031;D;HX711 Value;605048;raw
18:19:41;hx711:031;D;HX711 Value;605072;raw
18:19:42;hx711:031;D;HX711 Value;605088;raw
18:19:43;hx711:031;D;HX711 Value;605049;raw
18:19:44;hx711:031;D;HX711 Value;605119;raw
18:19:45;hx711:031;D;HX711 Value;605052;raw
18:19:46;hx711:031;D;HX711 Value;605097;raw
18:19:47;hx711:031;D;HX711 Value;605076;raw
18:19:48;hx711:031;D;HX711 Value;605060;raw
18:19:49;hx711:031;D;HX711 Value;605077;raw
18:19:50;hx711:031;D;HX711 Value;605121;raw
18:19:51;hx711:031;D;HX711 Value;605108;raw
18:19:52;hx711:031;D;HX711 Value;605138;raw
18:19:53;hx711:031;D;HX711 Value;605115;raw
18:19:54;hx711:031;D;HX711 Value;605125;raw
18:19:55;hx711:031;D;HX711 Value;605098;raw
18:19:56;hx711:031;D;HX711 Value;605093;raw
18:19:57;hx711:031;D;HX711 Value;605144;raw
18:19:58;hx711:031;D;HX711 Value;605116;raw
18:19:59;hx711:031;D;HX711 Value;605110;raw
18:20:00;hx711:031;D;HX711 Value;605104;raw
18:20:01;hx711:031;D;HX711 Value;605116;raw
18:20:02;hx711:031;D;HX711 Value;605108;raw
18:20:03;hx711:031;D;HX711 Value;605104;raw
18:20:04;hx711:031;D;HX711 Value;605120;raw
18:20:05;hx711:031;D;HX711 Value;605104;raw
18:20:06;hx711:031;D;HX711 Value;605100;raw
18:20:07;hx711:031;D;HX711 Value;605151;raw
18:20:08;hx711:031;D;HX711 Value;605098;raw
18:20:09;hx711:031;D;HX711 Value;605141;raw
18:20:10;hx711:031;D;HX711 Value;605189;raw
18:20:11;hx711:031;D;HX711 Value;605165;raw
18:20:12;hx711:031;D;HX711 Value;605107;raw
18:20:13;hx711:031;D;HX711 Value;605159;raw
18:20:14;hx711:031;D;HX711 Value;605138;raw
18:20:15;hx711:031;D;HX711 Value;605149;raw
18:20:16;hx711:031;D;HX711 Value;605170;raw
18:20:17;hx711:031;D;HX711 Value;605141;raw
18:20:18;hx711:031;D;HX711 Value;605177;raw
18:20:19;hx711:031;D;HX711 Value;605179;raw
18:20:20;hx711:031;D;HX711 Value;605124;raw
18:20:21;hx711:031;D;HX711 Value;605181;raw
18:20:22;hx711:031;D;HX711 Value;605144;raw
18:20:23;hx711:031;D;HX711 Value;605128;raw
18:20:24;hx711:031;D;HX711 Value;605171;raw
18:20:25;hx711:031;D;HX711 Value;605183;raw
18:20:26;hx711:031;D;HX711 Value;605177;raw
18:20:27;hx711:031;D;HX711 Value;605149;raw
18:20:28;hx711:031;D;HX711 Value;605188;raw
18:20:29;hx711:031;D;HX711 Value;605165;raw
18:20:30;hx711:031;D;HX711 Value;605173;raw
18:20:31;hx711:031;D;HX711 Value;605192;raw
18:20:32;hx711:031;D;HX711 Value;605167;raw
18:20:33;hx711:031;D;HX711 Value;605181;raw
18:20:34;hx711:031;D;HX711 Value;605163;raw
18:20:35;hx711:031;D;HX711 Value;605153;raw
18:20:36;hx711:031;D;HX711 Value;605156;raw
18:20:37;hx711:031;D;HX711 Value;605119;raw
18:20:38;hx711:031;D;HX711 Value;605195;raw
18:20:39;hx711:031;D;HX711 Value;605164;raw
18:20:40;hx711:031;D;HX711 Value;605204;raw
18:20:41;hx711:031;D;HX711 Value;605183;raw
18:20:42;hx711:031;D;HX711 Value;605180;raw
18:20:43;hx711:031;D;HX711 Value;605197;raw
18:20:44;hx711:031;D;HX711 Value;605165;raw
18:20:45;hx711:031;D;HX711 Value;605190;raw
18:20:46;hx711:031;D;HX711 Value;605181;raw
18:20:47;hx711:031;D;HX711 Value;605203;raw
18:20:48;hx711:031;D;HX711 Value;605200;raw
18:20:49;hx711:031;D;HX711 Value;605211;raw
18:20:50;hx711:031;D;HX711 Value;605230;raw
18:20:51;hx711:031;D;HX711 Value;605213;raw
18:20:52;hx711:031;D;HX711 Value;605218;raw
18:20:53;hx711:031;D;HX711 Value;605231;raw
18:20:54;hx711:031;D;HX711 Value;605180;raw
18:20:55;hx711:031;D;HX711 Value;605189;raw
18:20:56;hx711:031;D;HX711 Value;605180;raw
18:20:57;hx711:031;D;HX711 Value;605222;raw
18:20:58;hx711:031;D;HX711 Value;605247;raw
18:20:59;hx711:031;D;HX711 Value;605239;raw
18:21:00;hx711:031;D;HX711 Value;605209;raw
18:21:01;hx711:031;D;HX711 Value;605210;raw
18:21:02;hx711:031;D;HX711 Value;605201;raw
18:21:03;hx711:031;D;HX711 Value;605220;raw
18:21:04;hx711:031;D;HX711 Value;605235;raw
18:21:05;hx711:031;D;HX711 Value;605234;raw
18:21:06;hx711:031;D;HX711 Value;605232;raw
18:21:07;hx711:031;D;HX711 Value;605214;raw
18:21:08;hx711:031;D;HX711 Value;605198;raw
18:21:09;hx711:031;D;HX711 Value;605204;raw
18:21:10;hx711:031;D;HX711 Value;605257;raw
18:21:11;hx711:031;D;HX711 Value;605209;raw
18:21:12;hx711:031;D;HX711 Value;605238;raw
18:21:13;hx711:031;D;HX711 Value;605225;raw
18:21:14;hx711:031;D;HX711 Value;605219;raw
18:21:15;hx711:031;D;HX711 Value;605222;raw
18:21:16;hx711:031;D;HX711 Value;605216;raw
18:21:17;hx711:031;D;HX711 Value;605216;raw
18:21:18;hx711:031;D;HX711 Value;605230;raw
18:21:19;hx711:031;D;HX711 Value;605193;raw
18:21:20;hx711:031;D;HX711 Value;605238;raw
18:21:21;hx711:031;D;HX711 Value;605215;raw
18:21:22;hx711:031;D;HX711 Value;605230;raw
18:21:23;hx711:031;D;HX711 Value;605230;raw
18:21:24;hx711:031;D;HX711 Value;605227;raw
18:21:25;hx711:031;D;HX711 Value;605205;raw
18:21:26;hx711:031;D;HX711 Value;605241;raw
18:21:27;hx711:031;D;HX711 Value;605189;raw
18:21:28;hx711:031;D;HX711 Value;605205;raw
18:21:29;hx711:031;D;HX711 Value;605256;raw
18:21:30;hx711:031;D;HX711 Value;605193;raw
18:21:31;hx711:031;D;HX711 Value;605213;raw
18:21:32;hx711:031;D;HX711 Value;605209;raw
18:21:33;hx711:031;D;HX711 Value;605248;raw
18:21:34;hx711:031;D;HX711 Value;605256;raw
18:21:35;hx711:031;D;HX711 Value;605213;raw
18:21:36;hx711:031;D;HX711 Value;605225;raw
18:21:37;hx711:031;D;HX711 Value;605184;raw
18:21:38;hx711:031;D;HX711 Value;605213;raw
18:21:39;hx711:031;D;HX711 Value;605231;raw
18:21:40;hx711:031;D;HX711 Value;605248;raw
18:21:41;hx711:031;D;HX711 Value;605224;raw
18:21:42;hx711:031;D;HX711 Value;605237;raw
18:21:43;hx711:031;D;HX711 Value;605259;raw
18:21:44;hx711:031;D;HX711 Value;605251;raw
18:21:45;hx711:031;D;HX711 Value;605270;raw
18:21:46;hx711:031;D;HX711 Value;605244;raw
18:21:47;hx711:031;D;HX711 Value;605230;raw
18:21:48;hx711:031;D;HX711 Value;605249;raw
18:21:49;hx711:031;D;HX711 Value;605269;raw
18:21:50;hx711:031;D;HX711 Value;605281;raw
18:21:51;hx711:031;D;HX711 Value;605250;raw
18:21:52;hx711:031;D;HX711 Value;605250;raw
18:21:53;hx711:031;D;HX711 Value;605248;raw
18:21:54;hx711:031;D;HX711 Value;605263;raw
18:21:55;hx711:031;D;HX711 Value;605234;raw
18:21:56;hx711:031;D;HX711 Value;605242;raw
18:21:57;hx711:031;D;HX711 Value;605248;raw
18:21:58;hx711:031;D;HX711 Value;605249;raw
18:21:59;hx711:031;D;HX711 Value;605260;raw
18:22:00;hx711:031;D;HX711 Value;605334;raw
18:22:01;hx711:031;D;HX711 Value;605273;raw
18:22:02;hx711:031;D;HX711 Value;605261;raw
18:22:03;hx711:031;D;HX711 Value;605269;raw
18:22:04;hx711:031;D;HX711 Value;605297;raw
18:22:05;hx711:031;D;HX711 Value;605313;raw
18:22:06;hx711:031;D;HX711 Value;605274;raw
18:22:07;hx711:031;D;HX711 Value;605267;raw
18:22:08;hx711:031;D;HX711 Value;605309;raw
18:22:09;hx711:031;D;HX711 Value;605228;raw
18:22:10;hx711:031;D;HX711 Value;605252;raw
18:22:11;hx711:031;D;HX711 Value;605239;raw
18:22:12;hx711:031;D;HX711 Value;605238;raw
18:22:13;hx711:031;D;HX711 Value;605296;raw
18:22:14;hx711:031;D;HX711 Value;605288;raw
18:22:15;hx711:031;D;HX711 Value;605272;raw
18:22:16;hx711:031;D;HX711 Value;605288;raw
18:22:17;hx711:031;D;HX711 Value;605293;raw
18:22:18;hx711:031;D;HX711 Value;605256;raw
18:22:19;hx711:031;D;HX711 Value;605293;raw
18:22:20;hx711:031;D;HX711 Value;605263;raw
18:22:21;hx711:031;D;HX711 Value;605264;raw
18:22:22;hx711:031;D;HX711 Value;605263;raw
18:22:23;hx711:031;D;HX711 Value;605285;raw
18:22:24;hx711:031;D;HX711 Value;605332;raw
18:22:25;hx711:031;D;HX711 Value;605299;raw
18:22:26;hx711:031;D;HX711 Value;605292;raw
18:22:27;hx711:031;D;HX711 Value;605249;raw
18:22:28;hx711:031;D;HX711 Value;605306;raw
18:22:29;hx711:031;D;HX711 Value;605329;raw
18:22:30;hx711:031;D;HX711 Value;605286;raw
18:22:31;hx711:031;D;HX711 Value;605258;raw
18:22:32;hx711:031;D;HX711 Value;605285;raw
18:22:33;hx711:031;D;HX711 Value;605248;raw
18:22:34;hx711:031;D;HX711 Value;605308;raw
18:22:35;hx711:031;D;HX711 Value;605253;raw
18:22:36;hx711:031;D;HX711 Value;605302;raw
18:22:37;hx711:031;D;HX711 Value;605328;raw
18:22:38;hx711:031;D;HX711 Value;605296;raw
18:22:39;hx711:031;D;HX711 Value;605306;raw
18:22:40;hx711:031;D;HX711 Value;605308;raw
18:22:41;hx711:031;D;HX711 Value;605324;raw
18:22:42;hx711:031;D;HX711 Value;605300;raw
18:22:43;hx711:031;D;HX711 Value;605306;raw
18:22:44;hx711:031;D;HX711 Value;605266;raw
18:22:45;hx711:031;D;HX711 Value;605327;raw
18:22:46;hx711:031;D;HX711 Value;605318;raw
18:22:47;hx711:031;D;HX711 Value;605302;raw
18:22:48;hx711:031;D;HX711 Value;605291;raw
18:22:49;hx711:031;D;HX711 Value;605314;raw
18:22:50;hx711:031;D;HX711 Value;605269;raw
18:22:51;hx711:031;D;HX711 Value;605343;raw
18:22:52;hx711:031;D;HX711 Value;605341;raw
18:22:53;hx711:031;D;HX711 Value;605305;raw
18:22:54;hx711:031;D;HX711 Value;605318;raw
18:22:55;hx711:031;D;HX711 Value;605298;raw
18:22:56;hx711:031;D;HX711 Value;605292;raw
18:22:57;hx711:031;D;HX711 Value;605324;raw
18:22:58;hx711:031;D;HX711 Value;605325;raw
18:22:59;hx711:031;D;HX711 Value;605292;raw
18:23:00;hx711:031;D;HX711 Value;605280;raw
18:23:01;hx711:031;D;HX711 Value;605323;raw
18:23:02;hx711:031;D;HX711 Value;605293;raw
18:23:03;hx711:031;D;HX711 Value;605295;raw
18:23:04;hx711:031;D;HX711 Value;605330;raw
18:23:05;hx711:031;D;HX711 Value;605287;raw
18:23:06;hx711:031;D;HX711 Value;605263;raw
18:23:07;hx711:031;D;HX711 Value;605317;raw
18:23:08;hx711:031;D;HX711 Value;605320;raw
18:23:09;hx711:031;D;HX711 Value;605304;raw
18:23:10;hx711:031;D;HX711 Value;605291;raw
18:23:11;hx711:031;D;HX711 Value;605334;raw
18:23:12;hx711:031;D;HX711 Value;605302;raw
18:23:13;hx711:031;D;HX711 Value;605318;raw
18:23:14;hx711:031;D;HX711 Value;605336;raw
18:23:15;hx711:031;D;HX711 Value;605308;raw
18:23:16;hx711:031;D;HX711 Value;605337;raw
18:23:17;hx711:031;D;HX711 Value;605335;raw
18:23:18;hx711:031;D;HX711 Value;605299;raw
18:23:19;hx711:031;D;HX711 Value;605345;raw
18:23:20;hx711:031;D;HX711 Value;605328;raw
18:23:21;hx711:031;D;HX711 Value;605310;raw
18:23:22;hx711:031;D;HX711 Value;605339;raw
18:23:23;hx711:031;D;HX711 Value;605300;raw
18:23:24;hx711:031;D;HX711 Value;605304;raw
18:23:25;hx711:031;D;HX711 Value;605351;raw
18:23:26;hx711:031;D;HX711 Value;605312;raw
18:23:27;hx711:031;D;HX711 Value;605323;raw
18:23:28;hx711:031;D;HX711 Value;605336;raw
18:23:29;hx711:031;D;HX711 Value;605335;raw
18:23:30;hx711:031;D;HX711 Value;605310;raw
18:23:31;hx711:031;D;HX711 Value;605309;raw
18:23:32;hx711:031;D;HX711 Value;605339;raw
18:23:33;hx711:031;D;HX711 Value;605332;raw
18:23:34;hx711:031;D;HX711 Value;605342;raw
18:23:35;hx711:031;D;HX711 Value;605309;raw
18:23:36;hx711:031;D;HX711 Value;605311;raw
18:23:37;hx711:031;D;HX711 Value;605322;raw
18:23:38;hx711:031;D;HX711 Value;605340;raw
18:23:39;hx711:031;D;HX711 Value;605319;raw
18:23:40;hx711:031;D;HX711 Value;605315;raw
18:23:41;hx711:031;D;HX711 Value;605312;raw
18:23:42;hx711:031;D;HX711 Value;605330;raw
18:23:43;hx711:031;D;HX711 Value;605331;raw
18:23:44;hx711:031;D;HX711 Value;605332;raw
18:23:45;hx711:031;D;HX711 Value;605338;raw
18:23:46;hx711:031;D;HX711 Value;605329;raw
18:23:47;hx711:031;D;HX711 Value;605332;raw
18:23:48;hx711:031;D;HX711 Value;605351;raw
18:23:49;hx711:031;D;HX711 Value;605313;raw
18:23:50;hx711:031;D;HX711 Value;605322;raw
18:23:51;hx711:031;D;HX711 Value;605336;raw
18:23:52;hx711:031;D;HX711 Value;605323;raw
18:23:53;hx711:031;D;HX711 Value;605346;raw
18:23:54;hx711:031;D;HX711 Value;605336;raw
18:23:55;hx711:031;D;HX711 Value;605312;raw
18:23:56;hx711:031;D;HX711 Value;605376;raw
18:23:57;hx711:031;D;HX711 Value;605367;raw
18:23:58;hx711:031;D;HX711 Value;605286;raw
18:23:59;hx711:031;D;HX711 Value;605341;raw
18:24:00;hx711:031;D;HX711 Value;605339;raw
18:24:01;hx711:031;D;HX711 Value;605337;raw
18:24:02;hx711:031;D;HX711 Value;605300;raw
18:24:03;hx711:031;D;HX711 Value;605349;raw
18:24:04;hx711:031;D;HX711 Value;605355;raw
18:24:05;hx711:031;D;HX711 Value;605344;raw
18:24:06;hx711:031;D;HX711 Value;605281;raw
18:24:07;hx711:031;D;HX711 Value;605330;raw
18:24:08;hx711:031;D;HX711 Value;605333;raw
18:24:09;hx711:031;D;HX711 Value;605322;raw
18:24:10;hx711:031;D;HX711 Value;605323;raw
18:24:11;hx711:031;D;HX711 Value;605358;raw
18:24:12;hx711:031;D;HX711 Value;605339;raw
18:24:13;hx711:031;D;HX711 Value;605379;raw
18:24:14;hx711:031;D;HX711 Value;605313;raw
18:24:15;hx711:031;D;HX711 Value;605317;raw
18:24:16;hx711:031;D;HX711 Value;605309;raw
18:24:17;hx711:031;D;HX711 Value;605326;raw
18:24:18;hx711:031;D;HX711 Value;605345;raw
18:24:19;hx711:031;D;HX711 Value;605391;raw
18:24:20;hx711:031;D;HX711 Value;605386;raw
18:24:21;hx711:031;D;HX711 Value;605360;raw
18:24:22;hx711:031;D;HX711 Value;605348;raw
18:24:23;hx711:031;D;HX711 Value;605350;raw
18:24:24;hx711:031;D;HX711 Value;605375;raw
18:24:25;hx711:031;D;HX711 Value;605291;raw
18:24:26;hx711:031;D;HX711 Value;605373;raw
18:24:27;hx711:031;D;HX711 Value;605337;raw
18:24:28;hx711:031;D;HX711 Value;605349;raw
18:24:29;hx711:031;D;HX711 Value;605355;raw
18:24:30;hx711:031;D;HX711 Value;605357;raw
18:24:31;hx711:031;D;HX711 Value;605344;raw
18:24:32;hx711:031;D;HX711 Value;605368;raw
18:24:33;hx711:031;D;HX711 Value;605339;raw
18:24:34;hx711:031;D;HX711 Value;605333;raw
18:24:35;hx711:031;D;HX711 Value;605350;raw
18:24:36;hx711:031;D;HX711 Value;605376;raw
18:24:37;hx711:031;D;HX711 Value;605351;raw
18:24:38;hx711:031;D;HX711 Value;605389;raw
18:24:39;hx711:031;D;HX711 Value;605345;raw
